127.0.0.1 - - [27/May/2024:09:22:36 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [27/May/2024:09:30:27 +0900] "GET /trip/board/index.jsp?type=T&keyword=&kind=I&season=&local=&human=&move=&schedule=&uinout=&page=40 HTTP/1.1" 200 47068
0:0:0:0:0:0:0:1 - - [27/May/2024:09:30:27 +0900] "GET /trip/upload/8125bcb8-eaf4-4f0c-b1f3-4f79a046405a HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [27/May/2024:09:30:27 +0900] "GET /trip/upload/02a2549c-c83f-47da-b900-ce5e20c770f1 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [27/May/2024:09:30:33 +0900] "GET /trip/board/index.jsp?season=&local=&human=&move=&schedule=&uinout=&type=T&keyword=%EB%B6%88%EA%B5%AD%EC%82%AC HTTP/1.1" 200 12412
0:0:0:0:0:0:0:1 - - [27/May/2024:09:30:33 +0900] "GET /trip/upload/8125bcb8-eaf4-4f0c-b1f3-4f79a046405a HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [27/May/2024:09:30:33 +0900] "GET /trip/upload/02a2549c-c83f-47da-b900-ce5e20c770f1 HTTP/1.1" 404 863
0:0:0:0:0:0:0:1 - - [27/May/2024:09:30:35 +0900] "GET /trip/css/view.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2024:09:30:35 +0900] "GET /trip/board/view.jsp?type=T&keyword=%EB%B6%88%EA%B5%AD%EC%82%AC&kind=I&season=&local=&human=&move=&schedule=&uinout=&page=1&no=70 HTTP/1.1" 200 21667
0:0:0:0:0:0:0:1 - - [27/May/2024:09:30:35 +0900] "GET /trip/upload/049bbfcc-085e-4c27-8e31-3ba82f341498 HTTP/1.1" 200 467014
0:0:0:0:0:0:0:1 - - [27/May/2024:09:30:35 +0900] "GET /trip/upload/fdc310d2-60ea-45b7-800a-d0e7e6521bfb HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/May/2024:11:17:56 +0900] "GET /trip/board/view.jsp?type=T&keyword=%EB%B6%88%EA%B5%AD%EC%82%AC&kind=I&season=&local=&human=&move=&schedule=&uinout=&page=1&no=70 HTTP/1.1" 200 21246
0:0:0:0:0:0:0:1 - - [27/May/2024:11:17:56 +0900] "GET /trip/upload/ HTTP/1.1" 404 827
